UID,"Applic
date",Loan/Card/Overdraft Type,Amount/AMD,Approved/declined,Reason of decline,"Approved
limit",Loyal/Payroll,Local Currency Average balance for last 1month (customer level),Local Currency Average balance for last 6 months (customer level),Credit turnover  for last 6 months (customer level),Debit turnover for last 6 months (customer level),Gender,Marital Status,# of children,Education Level,Home Ownership status,Relationship start date (with the Bank),ID Type,Citizenship,Country of Residency,Customer segment,Employer,Industry,Job Title,Occupation type,Employed since (current employer),Duration with previous employer (years),Other income weighted,Salary weighted,Experience(Current employer),Total Experience,Total income,Total turnover,Debt/Income
52,20181027,4,2000000.0,0,21,2000000.0,1,46791.0,55415.0,6179312.0,-5178729.0,0,2,1.0,0,1,20100504,3,0,1,1,2203,5,1791,3,20201001.0,0.0,3600000.0,3600000.0,-1.9315068493150684,-1.9315068493150684,46800000.0,1000583.0,0.042735042735042736
3019,20200716,5,1300000.0,0,21,1300000.0,1,30016.0,65836.0,10571442.0,-10151669.0,1,3,0.0,0,0,20180517,4,0,1,1,2311,12,1765,3,20201008.0,0.0,6000000.0,6804000.0,-0.23013698630136986,-0.23013698630136986,87648000.0,419773.0,0.014832055494706098
275,20200706,5,816000.0,0,21,816000.0,1,1103496.0,4142072.0,9853641.0,-14560391.0,0,2,2.0,0,2,20040428,4,0,1,0,2213,1,1202,3,20040412.0,0.0,0.0,2568000.0,16.243835616438357,16.243835616438357,30816000.0,-4706750.0,0.0264797507788162
5253,20180119,0,100000.0,0,21,100000.0,1,79057.0,41915.0,1170865.0,-1122800.0,0,3,0.0,4,0,20160924,4,0,1,0,2073,12,1830,3,20160914.0,0.0,0.0,4039500.0,1.347945205479452,1.347945205479452,48474000.0,48065.0,0.0020629615876552377
4516,20200116,0,50000.0,0,21,50000.0,1,21351.0,49086.0,3289598.0,-3284416.0,1,2,3.0,4,1,20171020,3,0,1,1,660,7,751,5,20170801.0,13.0,0.0,6480000.0,2.4602739726027396,15.460273972602739,77760000.0,5182.0,0.0006430041152263374
2846,20181002,5,1000000.0,0,21,1000000.0,1,360359.0,239097.0,3479360.0,-3222000.0,1,2,0.0,0,0,20160428,4,0,1,1,1977,12,138,3,20180108.0,1.8,0.0,8238000.0,0.7315068493150685,2.5315068493150683,98856000.0,257360.0,0.010115723881200939
3643,20200903,0,50000.0,0,21,50000.0,1,36532.0,7872.0,450703.0,-450453.0,0,3,0.0,0,0,20200304,3,0,1,0,1660,12,1316,3,20200304.0,0.0,0.0,2208000.0,0.5013698630136987,0.5013698630136987,26496000.0,250.0,0.0018870772946859903
2788,20190619,5,2000000.0,0,21,2000000.0,1,222717.0,165163.0,6386810.0,-5877116.0,1,3,0.0,0,0,20150909,4,0,1,1,1660,12,1765,3,20150908.0,0.0,0.0,23940000.0,3.780821917808219,3.780821917808219,287280000.0,509694.0,0.006961849067112225
1959,20180717,5,500000.0,0,21,500000.0,1,192719.0,75846.0,3158880.0,-2922074.0,1,3,0.0,0,0,20150929,3,0,1,1,1451,12,1765,3,20160725.0,1.2,0.0,4620000.0,1.978082191780822,3.178082191780822,55440000.0,236806.0,0.009018759018759018
4414,20200807,5,400000.0,0,21,400000.0,1,32626.0,8563.0,1207327.0,-1131847.0,0,4,2.0,5,1,20111117,4,0,1,0,728,10,2374,3,20110411.0,0.0,0.0,1800000.0,9.331506849315069,9.331506849315069,21600000.0,75480.0,0.018518518518518517
1865,20180704,5,5000000.0,0,21,5000000.0,1,4507951.0,4660017.0,12586535.0,-19489499.0,1,2,2.0,0,4,20121002,3,0,1,1,1746,19,2505,3,20190815.0,0.0,39308000.0,14400000.0,-1.115068493150685,-1.115068493150685,212108000.0,-6902964.0,0.023572896826145173
1343,20180131,0,100000.0,0,21,100000.0,1,619341.0,578292.0,3801032.0,-3377800.0,1,2,0.0,2,4,20160627,4,0,1,1,2399,1,1782,3,20160627.0,0.0,0.0,656148.0,1.5972602739726027,1.5972602739726027,7873776.0,423232.0,0.012700386701374283
6060,20190530,5,400000.0,0,21,400000.0,1,32295.0,33103.0,1453199.0,-1375466.0,0,2,2.0,0,1,20130904,3,0,1,0,1392,18,2482,2,20130820.0,0.0,0.0,2400000.0,5.778082191780822,5.778082191780822,28800000.0,77733.0,0.013888888888888888
6861,20181115,4,1800000.0,0,21,1800000.0,1,714.0,168133.0,420788.0,-442468.0,0,2,1.0,0,4,20130404,4,0,1,0,1199,23,14,3,20140901.0,0.0,0.0,8160000.0,4.208219178082191,4.208219178082191,97920000.0,-21680.0,0.01838235294117647
3038,20181002,0,100000.0,0,21,100000.0,1,94061.0,15419.0,305900.0,-114000.0,0,3,0.0,5,0,20180717,3,0,1,1,1309,12,1310,3,20180717.0,0.0,0.0,3914400.0,0.21095890410958903,0.21095890410958903,46972800.0,191900.0,0.0021288916138701547
1829,20191003,5,800000.0,0,21,800000.0,1,167565.0,140382.0,4189609.0,-3412674.0,1,2,2.0,0,0,20120112,4,0,1,1,565,25,701,3,20111101.0,4.0,0.0,9035772.0,7.926027397260274,11.926027397260274,108429264.0,776935.0,0.007378081990854424
318,20180810,5,1500000.0,0,21,1500000.0,1,680297.0,1028076.0,10872381.0,-9308995.0,1,2,1.0,0,4,20040727,4,0,1,1,1597,12,2127,3,20080115.0,0.0,4184000.0,18459288.0,10.575342465753424,10.575342465753424,225695456.0,1563386.0,0.0066461240584303125
886,20200814,0,50000.0,0,21,50000.0,1,1201143.0,221013.0,6633356.0,-5047720.0,1,2,0.0,0,4,20171116,3,0,1,1,1979,12,1558,3,20200124.0,5.0,0.0,9600000.0,0.5561643835616439,5.556164383561644,115200000.0,1585636.0,0.00043402777777777775
6038,20180720,2,500000.0,0,21,500000.0,1,104953.0,64831.0,4030279.0,-3675023.0,1,2,3.0,0,5,20121220,3,0,1,1,1384,18,1027,0,19930101.0,0.0,0.0,4364592.0,25.564383561643837,25.564383561643837,52375104.0,355256.0,0.009546520423138444
276,20180623,5,2700000.0,0,21,2700000.0,1,153910.0,142770.0,9304121.0,-7473382.0,0,2,2.0,0,4,20040429,3,0,1,1,2258,7,297,3,20120729.0,0.0,0.0,9600000.0,5.904109589041096,5.904109589041096,115200000.0,1830739.0,0.0234375
693,20180912,0,100000.0,0,21,100000.0,1,551870.0,92978.0,3289000.0,-2000000.0,0,2,2.0,0,2,20180804,4,19,1,1,916,10,1476,3,20151201.0,0.0,0.0,5038776.0,2.7835616438356166,2.7835616438356166,60465312.0,1289000.0,0.0016538408004907012
3551,20200916,5,343000.0,0,21,343000.0,1,61.0,1610.0,147357.0,-106278.0,0,3,0.0,0,4,20191216,3,0,1,0,1034,11,1609,5,20190124.0,0.0,0.0,1920000.0,1.6465753424657534,1.6465753424657534,23040000.0,41079.0,0.014887152777777777
2652,20180315,2,200000.0,0,21,200000.0,1,278891.0,256302.0,7845836.0,-7025293.0,1,2,3.0,0,0,20130813,4,0,1,1,2339,12,2117,2,20131209.0,0.0,6720000.0,9744000.0,4.265753424657534,4.265753424657534,123648000.0,820543.0,0.0016174948240165632
2486,20180816,5,550000.0,0,21,550000.0,1,99478.0,68735.0,948919.0,-696331.0,0,2,1.0,5,6,20110825,4,0,1,0,1486,10,2192,3,20060601.0,0.0,0.0,1666800.0,12.216438356164383,12.216438356164383,20001600.0,252588.0,0.02749780017598592
6473,20200204,0,50000.0,0,21,50000.0,1,40433.0,6812.0,437497.0,-422000.0,0,3,0.0,0,0,20191226,4,0,1,0,1032,11,1791,3,20190717.0,0.0,0.0,5280000.0,0.5534246575342465,0.5534246575342465,63360000.0,15497.0,0.0007891414141414141
5378,20191106,5,1000000.0,0,21,1000000.0,1,10838.0,69935.0,1986000.0,-3232482.0,1,2,2.0,0,4,20190619,4,0,1,0,1013,12,1679,5,20151201.0,13.0,0.0,8400000.0,3.9342465753424656,16.934246575342467,100800000.0,-1246482.0,0.00992063492063492
6788,20200120,5,550000.0,0,21,550000.0,1,5539.0,5638.0,597101.0,-589595.0,0,3,0.0,4,1,20190531,2,19,1,0,2499,23,2041,5,20190531.0,0.0,0.0,720000.0,0.6410958904109589,0.6410958904109589,8640000.0,7506.0,0.06365740740740741
930,20181126,1,300000.0,0,21,300000.0,1,9870386.0,5739496.0,45927442.0,-56277496.0,0,2,2.0,0,2,20050818,4,0,1,1,1014,12,2463,3,20050713.0,0.0,0.0,5922000.0,13.38082191780822,13.38082191780822,71064000.0,-10350054.0,0.0042215467747382645
1673,20191016,2,600000.0,0,21,600000.0,1,55545.0,58988.0,625000.0,-701126.0,1,2,3.0,0,4,20071222,4,0,1,0,1911,14,381,3,20040301.0,7.0,6000000.0,1800000.0,15.635616438356164,22.635616438356166,27600000.0,-76126.0,0.021739130434782608
4360,20181207,0,100000.0,0,21,100000.0,1,18075.0,17298.0,250000.0,-129926.0,1,2,1.0,0,0,20170912,4,0,1,0,1827,14,784,2,20150504.0,0.0,0.0,4170000.0,3.5972602739726027,3.5972602739726027,50040000.0,120074.0,0.0019984012789768186
5231,20200312,5,500000.0,0,21,500000.0,1,4008.0,196173.0,3892790.0,-3934301.0,1,2,2.0,5,4,20160525,3,0,1,0,1332,2,535,5,20040701.0,0.0,0.0,2220000.0,15.706849315068494,15.706849315068494,26640000.0,-41511.0,0.01876876876876877
1644,20190122,5,4000000.0,0,21,4000000.0,1,744859.0,942917.0,14956276.0,-11825509.0,0,2,2.0,0,4,20070618,4,0,1,1,1660,12,2469,3,20141212.0,0.0,0.0,18000000.0,4.115068493150685,4.115068493150685,216000000.0,3130767.0,0.018518518518518517
3785,20180228,5,1050000.0,0,21,1050000.0,1,5028.0,25693.0,4939098.0,-4481478.0,1,2,3.0,0,1,20071010,4,0,1,1,2258,7,2090,5,20120122.0,0.0,0.0,8208000.0,6.1068493150684935,6.1068493150684935,98496000.0,457620.0,0.010660331384015594
5192,20200514,4,2000000.0,0,21,2000000.0,1,543695.0,381262.0,3808631.0,-3399016.0,1,3,0.0,0,0,20150721,3,0,1,1,2073,12,1917,3,20150707.0,0.0,0.0,6044208.0,4.857534246575343,4.857534246575343,72530496.0,409615.0,0.027574608065550798
2346,20181027,5,2500000.0,0,21,2500000.0,1,161205.0,248778.0,11009832.0,-9995779.0,1,2,2.0,0,4,20060830,3,0,1,1,1302,12,2201,3,20110905.0,0.0,0.0,14400000.0,7.147945205479452,7.147945205479452,172800000.0,1014053.0,0.014467592592592593
2677,20190627,5,5000000.0,0,21,5000000.0,1,7706.0,4814.0,688528.0,-410000.0,1,3,0.0,0,5,20131126,4,0,1,1,1660,12,2298,3,20200601.0,0.0,0.0,13200000.0,-0.9315068493150684,-0.9315068493150684,158400000.0,278528.0,0.03156565656565657
455,20180628,2,500000.0,0,21,500000.0,1,115043.0,175789.0,7038681.0,-6418103.0,1,2,2.0,0,0,20081203,4,0,1,1,38,4,755,5,20120702.0,7.0,0.0,4860000.0,5.991780821917808,12.991780821917807,58320000.0,620578.0,0.008573388203017833
1643,20190723,5,300000.0,0,21,300000.0,1,372746.0,222518.0,4814367.0,-4657767.0,0,2,1.0,0,4,20070614,4,0,1,1,474,14,2027,0,20070226.0,0.0,0.0,5915808.0,12.41095890410959,12.41095890410959,70989696.0,156600.0,0.004225965413346748
5517,20190521,5,700000.0,0,21,700000.0,1,17965.0,4226.0,345275.0,-244300.0,0,2,1.0,0,2,20190326,3,0,1,0,1052,9,335,5,20150525.0,0.0,0.0,1923972.0,3.9917808219178084,3.9917808219178084,23087664.0,100975.0,0.03031922155485284
1523,20190210,5,510000.0,0,21,230000.0,1,292785.0,65288.0,2082474.0,-2377524.0,1,3,0.0,0,1,20171220,4,0,1,0,438,3,2409,3,20171201.0,0.0,1200000.0,2400000.0,1.1945205479452055,1.1945205479452055,30000000.0,-295050.0,0.017
1774,20180601,5,2400000.0,0,21,2300000.0,1,1085273.0,1681067.0,16322850.0,-17350171.0,1,2,2.0,0,6,20110217,4,0,1,2,1624,14,650,0,20070601.0,0.0,4800000.0,6144000.0,11.008219178082191,11.008219178082191,78528000.0,-1027321.0,0.030562347188264057
2199,20201102,1,200000.0,0,21,200000.0,1,6478.0,8970.0,4493809.0,-4682119.0,1,2,2.0,0,0,20080610,3,0,1,0,136,1,1283,3,20100301.0,0.0,0.0,5304996.0,10.682191780821919,10.682191780821919,63659952.0,-188310.0,0.003141692598197372
5183,20180405,0,100000.0,0,21,100000.0,1,36852.0,89026.0,2105604.0,-1970800.0,0,3,0.0,0,0,20150623,4,0,1,1,2073,12,1909,3,20150601.0,0.0,0.0,4944000.0,2.8465753424657536,2.8465753424657536,59328000.0,134804.0,0.00168554476806904
256,20180821,5,3300000.0,0,21,3300000.0,1,2149556.0,981646.0,8522554.0,-6545770.0,0,3,0.0,0,0,20040121,4,0,1,1,1252,16,5,0,20180917.0,0.0,0.0,9396000.0,-0.07397260273972603,-0.07397260273972603,112752000.0,1976784.0,0.029267773520647085
1889,20181010,5,1200000.0,0,21,1050000.0,1,36880.0,92745.0,3142693.0,-3125999.0,1,2,2.0,2,2,20161202,3,0,1,1,2440,5,728,3,20011112.0,0.0,42000000.0,2724000.0,16.92054794520548,16.92054794520548,74688000.0,16694.0,0.016066838046272493
5144,20181224,5,500000.0,0,21,500000.0,1,19138.0,53130.0,7213476.0,-7275422.0,1,2,0.0,0,6,20140916,3,0,1,1,1651,25,2021,3,20141001.0,0.0,0.0,7438836.0,4.232876712328767,4.232876712328767,89266032.0,-61946.0,0.005601234745149196
4540,20181210,5,150000.0,0,21,150000.0,1,164.0,2689.0,675162.0,-675000.0,1,3,0.0,4,4,20180620,4,0,1,0,474,14,751,5,20180201.0,0.0,0.0,3000000.0,0.8547945205479452,0.8547945205479452,36000000.0,162.0,0.004166666666666667
1852,20200116,5,895000.0,0,21,895000.0,1,18672.0,20918.0,2705783.0,-2269583.0,1,3,0.0,0,0,20121008,4,0,1,0,1795,23,1416,3,20161105.0,5.0,0.0,3468000.0,3.197260273972603,8.197260273972603,41616000.0,436200.0,0.021506151480199923
1453,20200522,0,50000.0,0,21,50000.0,1,430826.0,126795.0,1656005.0,-852777.0,1,3,0.0,0,0,20191118,4,0,1,0,1204,12,1476,3,20191117.0,0.2,300000.0,3360000.0,0.5123287671232877,0.7123287671232876,40620000.0,803228.0,0.0012309207287050715
253,20180508,5,1005000.0,0,21,1005000.0,1,27230.0,40713.0,3290106.0,-3255015.0,1,2,2.0,0,4,20040113,4,0,1,1,402,1,2136,2,20050801.0,0.0,3127920.0,1762800.0,12.775342465753425,12.775342465753425,24281520.0,35091.0,0.04138950115149299
1621,20201214,0,50000.0,0,21,50000.0,1,17312.0,9498.0,310585.0,-286900.0,0,3,0.0,0,4,20200707,4,0,1,0,1603,23,351,5,20200618.0,0.0,0.0,1116648.0,0.4904109589041096,0.4904109589041096,13399776.0,23685.0,0.003731405659318484
799,20180212,0,200000.0,0,21,200000.0,1,319474.0,103812.0,1902270.0,-1376500.0,1,3,0.0,0,1,20170803,4,0,1,1,2379,12,2300,3,20171001.0,0.0,300000.0,13074000.0,0.36712328767123287,0.36712328767123287,157188000.0,525770.0,0.0012723617578950046
5398,20180802,5,1800000.0,0,21,1800000.0,1,60596.0,24860.0,1032983.0,-840900.0,1,3,0.0,0,1,20180425,4,0,1,1,2073,12,28,3,20180413.0,0.2,0.0,3595392.0,0.3041095890410959,0.5041095890410959,43144704.0,192083.0,0.04172006835415999
5745,20200713,0,50000.0,0,21,50000.0,1,168247.0,90914.0,2766490.0,-2766000.0,1,2,2.0,4,0,20160222,3,0,1,1,1023,23,1607,5,20181122.0,0.0,0.0,5400000.0,1.641095890410959,1.641095890410959,64800000.0,490.0,0.0007716049382716049
6306,20190724,0,50000.0,0,21,50000.0,1,20166.0,3342.0,100000.0,-100000.0,0,3,0.0,4,0,20190522,4,0,1,0,1694,14,2052,5,20180401.0,0.0,0.0,14400000.0,1.3123287671232877,1.3123287671232877,172800000.0,0.0,0.00028935185185185184
1311,20190617,5,4000000.0,0,21,4000000.0,1,756999.0,405656.0,8984790.0,-9004000.0,0,3,0.0,0,1,20151127,4,0,1,1,680,12,1765,3,20120924.0,1.0,0.0,14244480.0,6.7315068493150685,7.7315068493150685,170933760.0,-19210.0,0.023400877626514504
4371,20191001,5,460000.0,0,21,460000.0,1,2060.0,20869.0,3580201.0,-4950245.0,1,2,2.0,0,4,20100713,4,0,1,0,2293,11,2431,3,20100715.0,1.2,1320000.0,3600000.0,9.219178082191782,10.419178082191781,44520000.0,-1370044.0,0.010332434860736747
850,20200820,5,1000000.0,0,21,1000000.0,1,216052.0,182990.0,6054066.0,-4960989.0,1,2,3.0,0,4,20040331,4,0,1,1,159,14,650,0,20160803.0,2.0,2012500.0,8280000.0,4.049315068493151,6.049315068493151,101372500.0,1093077.0,0.009864608251744802
1702,20190411,4,5000000.0,0,21,5000000.0,1,3094863.0,5064011.0,16455598.0,-15155075.0,1,2,1.0,2,5,20080606,3,0,1,1,2379,12,2290,3,20110502.0,0.0,0.0,21048000.0,7.947945205479452,7.947945205479452,252576000.0,1300523.0,0.01979602179146079
1751,20180827,5,3000000.0,0,21,3000000.0,1,125963.0,333152.0,28483904.0,-21565371.0,1,2,4.0,0,4,20100819,3,0,1,1,2249,12,1765,3,20191101.0,3.0,18096000.0,31200000.0,-1.180821917808219,1.819178082191781,392496000.0,6918533.0,0.0076433899963311725
6425,20200813,5,700000.0,0,21,700000.0,1,18873.0,6027.0,810500.0,-814380.0,1,2,0.0,5,4,20191216,4,0,1,0,1020,11,2617,5,20180712.0,0.0,0.0,1946400.0,2.0904109589041098,2.0904109589041098,23356800.0,-3880.0,0.02996985888477874
4166,20200624,5,3000000.0,0,21,3000000.0,1,718.0,142590.0,3513636.0,-3813800.0,1,2,1.0,0,4,20130325,4,0,1,1,475,14,1437,3,20120719.0,3.0,0.0,5436000.0,7.936986301369863,10.936986301369863,65232000.0,-300164.0,0.045989698307579104
2268,20180827,0,200000.0,0,21,200000.0,1,75408.0,44156.0,434968.0,-434300.0,0,3,0.0,0,0,20180522,3,0,1,0,459,14,1731,3,20180402.0,4.0,0.0,3120000.0,0.40273972602739727,4.402739726027397,37440000.0,668.0,0.005341880341880342
5283,20181004,0,300000.0,0,21,300000.0,1,33703.0,66449.0,1247026.0,-1231561.0,1,3,0.0,0,0,20170224,4,0,1,1,2073,12,43,3,20170215.0,0.0,0.0,3771228.0,1.632876712328767,1.632876712328767,45254736.0,15465.0,0.006629140428528851
2245,20180507,0,100000.0,0,21,100000.0,0,23633846.0,24457777.0,0.0,-13552310.0,0,2,2.0,0,2,20080912,4,0,1,2,1599,10,730,3,20040901.0,0.0,0.0,14400000.0,13.687671232876712,13.687671232876712,172800000.0,-13552310.0,0.0005787037037037037
2108,20181205,5,2000000.0,0,21,1100000.0,1,307856.0,499842.0,4794919.0,-4299066.0,1,2,2.0,4,4,20080207,4,0,1,1,1195,11,2049,0,20110110.0,5.0,3600000.0,5559600.0,7.906849315068493,12.906849315068493,70315200.0,495853.0,0.028443352219719206
1562,20200928,5,500000.0,0,21,500000.0,1,11376.0,17605.0,455170.0,-454553.0,0,0,0.0,3,0,20200113,3,0,1,0,1857,23,223,2,20191212.0,0.0,0.0,1440000.0,0.7972602739726027,0.7972602739726027,17280000.0,617.0,0.028935185185185185
5921,20200807,5,500000.0,0,21,500000.0,1,60698.0,206933.0,4664493.0,-4603115.0,1,2,2.0,0,0,20090623,3,0,1,1,1392,18,1124,0,19970619.0,0.0,33600000.0,5490780.0,23.15068493150685,23.15068493150685,99489360.0,61378.0,0.005025663045776956
4522,20200305,4,485000.0,0,21,485000.0,1,61620.0,70647.0,868140.0,-817000.0,1,2,2.0,4,0,20171219,3,0,1,0,474,14,1175,5,20170601.0,1.0,0.0,1560000.0,2.7616438356164386,3.7616438356164386,18720000.0,51140.0,0.02590811965811966
580,20180804,5,700000.0,0,21,700000.0,1,0.0,1452.0,990500.0,-503954.0,1,2,2.0,0,4,20000816,3,0,1,1,1976,12,1765,3,20160808.0,0.0,10800000.0,10188000.0,1.989041095890411,1.989041095890411,133056000.0,486546.0,0.005260942760942761
6181,20190315,0,350000.0,0,21,350000.0,1,49033.0,38551.0,992501.0,-990500.0,0,3,0.0,0,0,20180831,4,0,1,1,1369,18,2521,3,20190805.0,1.0,0.0,2995200.0,-0.3917808219178082,0.6082191780821917,35942400.0,2001.0,0.009737802706552707
511,20191127,5,1170000.0,0,21,1170000.0,1,873014.0,205061.0,3404571.0,-2373577.0,0,3,0.0,0,0,20171002,4,0,1,0,563,4,249,3,20170901.0,0.5,0.0,1320000.0,2.2383561643835614,2.7383561643835614,15840000.0,1030994.0,0.07386363636363637
5428,20190221,0,50000.0,0,21,50000.0,1,23811.0,12478.0,917776.0,-836267.0,0,3,0.0,0,0,20180827,3,0,1,1,2073,12,1830,3,20180810.0,0.0,0.0,3733008.0,0.5342465753424658,0.5342465753424658,44796096.0,81509.0,0.0011161686947005383
1660,20190613,5,1200000.0,0,21,1200000.0,1,954831.0,501567.0,12053847.0,-13832189.0,1,2,1.0,0,1,20071002,4,0,1,1,100,5,700,3,20070910.0,0.0,0.0,12968040.0,11.764383561643836,11.764383561643836,155616480.0,-1778342.0,0.0077112655420557
1924,20190624,5,2000000.0,0,21,2000000.0,1,1094015.0,347758.0,4232712.0,-3484000.0,1,3,0.0,4,0,20170310,4,0,1,1,1660,12,1310,3,20170301.0,0.5,0.0,7800000.0,2.315068493150685,2.815068493150685,93600000.0,748712.0,0.021367521367521368
810,20180404,5,500000.0,0,21,500000.0,1,196989.0,599725.0,9505999.0,-9877458.0,1,3,0.0,0,4,20100122,4,0,1,1,1228,12,2198,3,20160301.0,0.0,0.0,21060000.0,2.0931506849315067,2.0931506849315067,252720000.0,-371459.0,0.001978474200696423
3965,20200820,5,6000000.0,0,21,6000000.0,1,6584327.0,6322186.0,7587197.0,-6050750.0,1,2,1.0,0,4,20130515,3,0,1,1,1438,18,634,0,20140702.0,0.0,0.0,3194340.0,6.13972602739726,6.13972602739726,38332080.0,1536447.0,0.15652685687810314
3670,20200701,0,50000.0,0,21,50000.0,1,49632.0,8181.0,211443.0,-211000.0,1,3,0.0,0,0,20200603,4,0,1,1,1660,12,2298,3,20200518.0,0.0,0.0,5278080.0,0.12054794520547946,0.12054794520547946,63336960.0,443.0,0.0007894284790428842
726,20200323,5,1500000.0,0,21,1500000.0,1,71516.0,61727.0,2601865.0,-2480069.0,1,2,2.0,0,4,20020319,3,0,1,0,2422,14,2617,5,20010502.0,0.0,0.0,2699280.0,18.904109589041095,18.904109589041095,32391360.0,121796.0,0.04630864526836786
4344,20180627,5,2300000.0,0,21,2300000.0,1,154627.0,139504.0,3701742.0,-3568439.0,1,2,2.0,0,4,20090527,3,0,1,1,1204,12,1488,3,20160815.0,0.0,2616000.0,5232000.0,1.8657534246575342,1.8657534246575342,65400000.0,133303.0,0.035168195718654434
4076,20200215,5,700000.0,0,21,700000.0,1,158093.0,148010.0,3210157.0,-2676831.0,1,3,0.0,0,5,20170517,4,0,1,1,341,14,1490,3,20170510.0,0.7,0.0,3960000.0,2.76986301369863,3.46986301369863,47520000.0,533326.0,0.014730639730639731
5690,20190827,1,100000.0,0,21,100000.0,1,28997340.0,26920792.0,9529230.0,-4121852.0,0,2,1.0,0,4,19991119,3,0,1,2,2224,19,1782,3,20031001.0,0.0,700000.0,12036000.0,15.915068493150685,15.915068493150685,145132000.0,5407378.0,0.0006890279194112945
2052,20180817,0,100000.0,0,21,100000.0,1,25622.0,9638.0,1494374.0,-779803.0,1,3,0.0,0,0,20161222,4,0,1,1,14,12,677,3,20161205.0,3.5,1031280.0,4800000.0,1.6986301369863013,5.198630136986301,58631280.0,714571.0,0.0017055742259080818
4072,20180706,5,1400000.0,0,21,1400000.0,1,47200.0,30375.0,4097037.0,-3968767.0,1,2,1.0,0,0,20161004,3,0,1,1,933,16,670,0,20190114.0,0.0,0.0,19578000.0,-0.5260273972602739,-0.5260273972602739,234936000.0,128270.0,0.005959069704089624
1493,20200618,4,920000.0,0,21,920000.0,1,37725.0,53026.0,1967260.0,-2558810.0,1,2,0.0,0,5,20191213,3,0,1,0,1023,23,1783,3,20191115.0,3.0,0.0,3480000.0,0.5917808219178082,3.5917808219178085,41760000.0,-591550.0,0.022030651340996167
6005,20180911,5,1500000.0,0,21,1500000.0,1,345271.0,283391.0,1951083.0,-1735838.0,0,3,0.0,0,0,20120224,3,0,1,0,1478,12,1765,3,20151102.0,0.0,1800000.0,3600000.0,2.8602739726027395,2.8602739726027395,45000000.0,215245.0,0.03333333333333333
4514,20180417,5,300000.0,0,21,300000.0,1,4388.0,11040.0,932388.0,-1293156.0,1,2,2.0,0,4,20170928,3,0,1,0,1514,18,1231,2,20090825.0,0.0,0.0,1911912.0,8.64931506849315,8.64931506849315,22942944.0,-360768.0,0.01307591562791593
1958,20200714,5,3600000.0,0,21,3600000.0,1,415216.0,276052.0,7523916.0,-6126229.0,1,2,0.0,5,5,20170605,3,0,1,1,1731,12,2604,3,20170601.0,0.0,0.0,8780328.0,3.1205479452054794,3.1205479452054794,105363936.0,1397687.0,0.034167288511317576
1214,20180407,5,1050000.0,0,21,1050000.0,1,126046.0,99004.0,1797880.0,-1794800.0,0,2,2.0,0,0,20070131,4,0,1,1,1758,19,413,3,20140101.0,9.0,0.0,4003152.0,4.265753424657534,13.265753424657534,48037824.0,3080.0,0.021857776072454906
5402,20200731,0,50000.0,0,21,50000.0,1,193336.0,153506.0,2326062.0,-2068800.0,0,3,0.0,0,0,20180525,4,0,1,1,2073,12,815,3,20180507.0,0.0,0.0,4560000.0,2.2356164383561645,2.2356164383561645,54720000.0,257262.0,0.0009137426900584795
2481,20190605,5,950000.0,0,21,950000.0,1,62200.0,45797.0,2370770.0,-2376502.0,0,3,0.0,0,0,20180227,4,0,1,1,1660,12,490,3,20180226.0,0.0,0.0,2112000.0,1.2712328767123289,1.2712328767123289,25344000.0,-5732.0,0.03748421717171717
450,20181017,5,700000.0,0,21,570000.0,0,299826.0,329791.0,4120000.0,-4162900.0,1,2,2.0,0,4,20080521,3,0,1,0,255,24,1634,0,20090201.0,0.0,4440000.0,0.0,9.712328767123287,9.712328767123287,4440000.0,-42900.0,0.15765765765765766
49,20201030,5,350000.0,0,21,350000.0,1,3583.0,1945.0,1128660.0,-1128660.0,0,2,0.0,0,3,20200304,2,19,1,0,1857,23,1348,3,20200201.0,0.0,0.0,3000000.0,0.7452054794520548,0.7452054794520548,36000000.0,0.0,0.009722222222222222
882,20201006,0,50000.0,0,21,50000.0,1,43277.0,35850.0,2109804.0,-2025185.0,0,3,0.0,0,1,20171028,4,0,1,1,172,14,2000,5,20171001.0,0.0,0.0,3360000.0,3.0164383561643837,3.0164383561643837,40320000.0,84619.0,0.001240079365079365
5968,20180721,5,500000.0,0,21,500000.0,1,207033.0,2830315.0,7040733.0,-11918909.0,0,0,2.0,0,4,20100910,3,0,1,1,1440,18,212,2,19971001.0,0.0,0.0,2740920.0,20.816438356164383,20.816438356164383,32891040.0,-4878176.0,0.015201708428800063
5371,20200206,0,1000000.0,0,21,1000000.0,1,27545.0,12785.0,2238356.0,-1281022.0,1,3,0.0,0,4,20171220,4,0,1,0,760,9,1027,0,20170605.0,6.0,0.0,6324000.0,2.673972602739726,8.673972602739726,75888000.0,957334.0,0.013177313936327218
4131,20190805,1,150000.0,0,21,150000.0,1,335708.0,238021.0,3693894.0,-2943121.0,0,4,1.0,0,4,20071116,4,0,1,1,1168,12,870,0,20170901.0,0.0,2760000.0,3120000.0,1.926027397260274,1.926027397260274,40200000.0,750773.0,0.0037313432835820895
6291,20190814,3,576000.0,0,21,482000.0,1,48057.0,14567.0,827688.0,-705000.0,1,3,0.0,0,4,20190514,3,0,1,1,353,12,1693,3,20150501.0,0.0,0.0,3466128.0,4.2904109589041095,4.2904109589041095,41593536.0,122688.0,0.013848305659802523
